Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
MISSING	MISSING	Awesome Peek Poker v0.2+ (lvl2 Memory Viewer/Editor)	https://www.dropbox.com/scl/fi/sukxxj2v4265oc7esmd8j/awesome_peek_pokev0.2.pkg?rlkey=yt20lihhgfqp2xg9zj7zu15ae&dl=1	MISSING	Awesome_Peek_Poker_v0.2Plus_Installer		10203136	10203136
MISSING	MISSING	b0xloader - SELF Loader v1.0	https://www.dropbox.com/scl/fi/8qfg102pemtpddvzvpmj2/selfloader_10.AllCFW.pkg?rlkey=43lbzn9p68wkrpigv3vneckmm&dl=1	MISSING	b0xloader_SELF_Loader_v1.0_Installer		581632	581632
MISSING	MISSING	PS3 Gamepad Tester v1.0	https://www.dropbox.com/scl/fi/we0lnc6ou85e792agmqlj/gamepadtester_V1.0.pkg?rlkey=s5zehwa3m9ufcqt96tfug9mmm&dl=1	MISSING	PS3_Gamepad_Tester_v1.0_Installer		475136	475136
MISSING	MISSING	PS3 Advanced Tools v1.0.1	https://www.dropbox.com/scl/fi/14jmn1nrbrzafwlmla91s/PS3_Advanced_Tools_v1.0.1_Installer.pkg?rlkey=1qzmdtpqrwne9v28r4z5p9u6q&dl=1	MISSING	PS3_Advanced_Tools_v1.0.1_Installer		4870144	4870144
MISSING	MISSING	LED Changer v2.0	https://www.dropbox.com/scl/fi/z9jjc5gb3idoq0m1venxa/Led.AllCFW_v2.0.pkg?rlkey=av97vszp9cs0nvc4s7uewrfln&dl=1	MISSING	LED_Changer_v2.0_Installer		155648	155648
MISSING	MISSING	Podcast Player Enabler v1.00 (HEN/CFW)	https://www.dropbox.com/scl/fi/tncv0opocpa1mxjpd34if/Podcast_Enabler_v1.0.pkg?rlkey=a2vtfqaz8zdx9s5tmm2h8wvli&dl=1	MISSING	Podcast_Player_Enabler_Installer		24576	24576
BLES80608	EU	PS2/PS1 Cover Pack (WebMAN MOD) v1.02 (HEN/CFW)	https://www.dropbox.com/scl/fi/x67hhn8wdh01edlqmy3ww/PS1_PS2_Covers_WMM_Installer.pkg?rlkey=e3r78ho111chyp5w7fczrn24h&dl=1	MISSING	EP0001-BLES80608_PS1-PS2-COVERS_INSTALLER		408514560	408514560
MISSING	MISSING	PS2 CONFIG Database v1.13 (HEN/CFW) Updated: 05/29/2023	https://www.dropbox.com/scl/fi/eimkejt1b9ii7rdq8mouj/PS2CONFIG_20230529.pkg?rlkey=bsx65dp4hpbopjjuzmdn8jeei&dl=1	MISSING	PS2CONFIG_20230529_v1.13_Installer		104407040	104407040
MISSING	MISSING	PS3 4k Pro v5.3 Lite (HEN)	https://archive.org/download/ps-3-4-k-pro-v-5.3-lite-hen/PS3%204K%20Pro%20v5.3%20-%20Lite%20HEN.pkg	MISSING	PS3_4K_Pro_HEN_Installer		446468096	446468096
MISSING	MISSING	PS3 4k Pro v5.3 Lite (CFW)	https://archive.org/download/ps-3-4-k-pro-v-5.3-lite-cfw/PS3%204K%20Pro%20v5.3%20-%20Lite%20CFW.pkg	MISSING	PS3_4K_Pro_CFW_Installer		446468096	446468096
MISSING	MISSING	IRISMAN v4.91 Updated: 03/10/24	https://www.dropbox.com/scl/fi/ec8c0i62l7tjk2623ca8o/IRISMAN_4.91.pkg?rlkey=cykauaj4obnlcwjs2utb1snir&dl=1	MISSING	IRISMAN_v4.91_Installer		25538560	25538560
MISSING	MISSING	multiMAN v4.85.01 (BASE)	https://archive.org/download/multiman_04.85.01_base_20191010_202206/multiMAN_04.85.01_BASE_%2820191010%29.pkg	MISSING	multiMAN_v4..85.01_Base_Installer		36052992	36052992
MISSING	MISSING	Unofficial multiMAN v4.84.00 (BASE) [PS3HEN]	https://archive.org/download/unofficial-multi-man-04.84.00-base-20190528-ps-3-hen-fix-info/Unofficial_multiMAN_04.84.00_BASE_%2820190528%29_%5BPS3HEN%5D_fix-info.pkg	MISSING	Unofficial_multiMAN_v4..84.00_PS3HEN_Installer		35958784	35958784
MISSING	MISSING	Simple File Manager v0.5.2 (NTFS Supported)	https://archive.org/download/sfm_ps3.pkg.222.v0.5.2/sfm_ps3.pkg.222.v0.5.2.pkg	MISSING	Simple_File_Manager_v0.5.2_Installer		1101824	1101824
MISSING	MISSING	PSChannel Homebrew Store v1.11	https://archive.org/download/pschannel-ps-3-efl-v-1.11-installer/PSChannel_PS3_EFL_v1.11_Installer.pkg	MISSING	PSChannel_HB_Store_v1.11_Installer		35139584	35139584
